elapsed_ms,rss_mb_decimal,pss_mb_decimal,gpu_memory_mb_decimal,total_memory_mb_decimal,cgroup_memory_mb_decimal
354498.233131,1265.061888,1259.756544,0.0,1265.061888,42530.029568
354600.295581,1265.061888,1259.756544,0.0,1265.061888,42530.013184
354700.142308,1265.061888,1259.756544,0.0,1265.061888,42529.64864
354802.456466,1265.061888,1259.756544,0.0,1265.061888,42529.632256
354915.226436,1265.061888,1259.756544,0.0,1265.061888,42529.75104
355020.964884,1265.061888,1259.756544,0.0,1265.061888,42528.722944
355122.910866,1265.061888,1259.754496,0.0,1265.061888,42528.714752
355222.57259,1265.061888,1259.754496,0.0,1265.061888,42528.985088
355321.421215,1265.061888,1259.754496,0.0,1265.061888,42529.447936
355426.845758,1265.061888,1259.7504,0.0,1265.061888,42528.620544
355532.936318,1265.061888,1259.756544,0.0,1265.061888,42528.772096
355631.872858,1265.061888,1259.756544,0.0,1265.061888,42528.776192
355733.331544,1265.061888,1259.75552,0.0,1265.061888,42528.919552
355837.8072,1265.061888,1259.756544,0.0,1265.061888,42528.903168
355944.638608,1265.061888,1259.756544,0.0,1265.061888,42527.879168
356054.306334,1265.061888,1259.756544,0.0,1265.061888,42528.206848
356159.768667,1265.061888,1259.756544,0.0,1265.061888,42528.452608
356267.955872,1265.061888,1259.756544,0.0,1265.061888,42528.526336
356374.578329,1265.061888,1259.756544,0.0,1265.061888,42528.251904
356479.552862,1265.061888,1259.756544,0.0,1265.061888,42528.23552
356585.510831,1265.061888,1259.756544,0.0,1265.061888,42527.961088
356689.442088,1265.061888,1259.756544,0.0,1265.061888,42527.944704
356797.256272,1265.061888,1259.756544,0.0,1265.061888,42527.92832
356918.004806,1265.061888,1259.756544,0.0,1265.061888,42528.944128
357023.374253,1265.07008,1259.764736,0.0,1265.07008,42528.673792
357124.456224,1265.07008,1259.764736,0.0,1265.07008,42528.657408
357225.909614,1265.07008,1259.764736,0.0,1265.07008,42528.37888
357325.415404,1265.07008,1259.764736,0.0,1265.07008,42528.100352
357428.161371,1265.07008,1259.764736,0.0,1265.07008,42528.083968
357528.762135,1265.07008,1259.764736,0.0,1265.07008,42527.80544
357629.272509,1265.07008,1259.764736,0.0,1265.07008,42528.0512
357729.77922,1265.07008,1259.764736,0.0,1265.07008,42528.034816
357828.954593,1265.07008,1259.764736,0.0,1265.07008,42528.018432
357936.698475,1265.07008,1259.764736,0.0,1265.07008,42528.01024
358040.612258,1265.07008,1259.764736,0.0,1265.07008,42527.993856
358141.825935,1265.07008,1259.764736,0.0,1265.07008,42527.973376
358242.742742,1265.07008,1259.764736,0.0,1265.07008,42527.956992
358342.113578,1265.07008,1259.764736,0.0,1265.07008,42527.940608
358443.580571,1265.07008,1259.764736,0.0,1265.07008,42527.924224
358543.267184,1265.07008,1259.764736,0.0,1265.07008,42527.90784
358645.230275,1265.07008,1259.764736,0.0,1265.07008,42527.891456
358746.738998,1265.07008,1259.764736,0.0,1265.07008,42527.875072
358848.054237,1265.07008,1259.764736,0.0,1265.07008,42527.858688
358957.121543,1265.07008,1259.764736,0.0,1265.07008,42527.850496
359058.202822,1265.07008,1259.764736,0.0,1265.07008,42527.830016
359159.725508,1265.07008,1259.764736,0.0,1265.07008,42527.813632
359259.014943,1265.07008,1259.764736,0.0,1265.07008,42528.059392
359369.060586,1265.07008,1259.764736,0.0,1265.07008,42528.043008
359474.619716,1265.07008,1259.764736,0.0,1265.07008,42528.026624
359580.556689,1265.07008,1259.764736,0.0,1265.07008,42528.01024
359686.888261,1265.07008,1259.764736,0.0,1265.07008,42527.993856
359790.414033,1265.07008,1259.764736,0.0,1265.07008,42527.977472
359899.766548,1265.07008,1259.764736,0.0,1265.07008,42527.698944
360001.376012,1265.07008,1259.764736,0.0,1265.07008,42527.944704
360112.411807,1265.07008,1259.764736,0.0,1265.07008,42527.932416
360221.705715,1265.07008,1259.764736,0.0,1265.07008,42527.817728
360349.882789,1265.07008,1259.764736,0.0,1265.07008,42528.301056
360448.502451,1268.723712,1263.418368,0.0,1268.723712,42531.954688
360547.971032,1268.723712,1263.418368,0.0,1268.723712,42531.938304
360649.226846,1268.723712,1263.418368,0.0,1268.723712,42531.92192
360750.129385,1268.723712,1263.418368,0.0,1268.723712,42531.905536
360851.089351,1268.723712,1263.418368,0.0,1268.723712,42531.889152
360955.263525,1268.723712,1263.418368,0.0,1268.723712,42532.134912
361060.173007,1268.723712,1263.418368,0.0,1268.723712,42532.118528
361162.076837,1268.723712,1263.418368,0.0,1268.723712,42532.102144
361263.799602,1268.723712,1263.418368,0.0,1268.723712,42531.827712
361365.061829,1268.723712,1263.418368,0.0,1268.723712,42531.811328
361466.098274,1268.723712,1263.418368,0.0,1268.723712,42531.794944
361567.242039,1268.723712,1263.418368,0.0,1268.723712,42531.77856
361666.346887,1268.723712,1263.418368,0.0,1268.723712,42532.02432
361768.238279,1268.723712,1263.418368,0.0,1268.723712,42532.007936
361869.494804,1268.723712,1263.418368,0.0,1268.723712,42531.991552
361975.847744,1268.723712,1263.418368,0.0,1268.723712,42531.975168
362076.767389,1268.723712,1263.418368,0.0,1268.723712,42532.220928
362177.44182,1268.723712,1263.418368,0.0,1268.723712,42532.204544
362280.513966,1268.723712,1263.418368,0.0,1268.723712,42532.18816
362382.191425,1268.723712,1263.418368,0.0,1268.723712,42531.909632
362483.630501,1268.723712,1263.418368,0.0,1268.723712,42531.889152
362587.124409,1268.723712,1263.418368,0.0,1268.723712,42532.134912
362685.703593,1268.723712,1263.418368,0.0,1268.723712,42532.380672
362784.603889,1268.723712,1263.418368,0.0,1268.723712,42532.364288
362886.340301,1268.723712,1263.418368,0.0,1268.723712,42532.347904
362994.192576,1268.723712,1263.418368,0.0,1268.723712,42532.33152
363100.330328,1268.723712,1263.418368,0.0,1268.723712,42532.315136
363199.094782,1268.723712,1263.418368,0.0,1268.723712,42532.298752
363298.638607,1268.723712,1263.418368,0.0,1268.723712,42532.282368
363400.631749,1268.723712,1263.418368,0.0,1268.723712,42532.265984
363501.509662,1268.723712,1263.418368,0.0,1268.723712,42532.2496
363606.735028,1268.723712,1263.418368,0.0,1268.723712,42532.233216
363712.921756,1268.723712,1263.418368,0.0,1268.723712,42531.987456
363817.244725,1268.723712,1263.418368,0.0,1268.723712,42531.971072
363922.62037,1268.723712,1263.418368,0.0,1268.723712,42531.954688
364029.484894,1268.723712,1263.418368,0.0,1268.723712,42531.938304
364138.052853,1268.723712,1263.418368,0.0,1268.723712,42532.442112
364242.750872,1268.723712,1263.418368,0.0,1268.723712,42532.425728
364347.908189,1268.723712,1263.418368,0.0,1268.723712,42532.151296
364455.754346,1268.723712,1263.418368,0.0,1268.723712,42532.134912
364561.692852,1268.723712,1263.418368,0.0,1268.723712,42532.118528
364657.858228,1268.723712,1263.42656,0.0,1268.723712,42537.32864
364760.053357,1273.442304,1268.13696,0.0,1273.442304,42537.312256
364861.606931,1273.442304,1268.13696,0.0,1273.442304,42537.295872
364965.897431,1273.442304,1268.13696,0.0,1273.442304,42536.759296
365067.856683,1273.442304,1268.13696,0.0,1273.442304,42536.747008
365167.337704,1273.442304,1268.13696,0.0,1273.442304,42536.726528
365265.86809,1273.442304,1268.13696,0.0,1273.442304,42536.710144
365368.795687,1273.442304,1268.13696,0.0,1273.442304,42536.69376
365470.618549,1273.442304,1268.13696,0.0,1273.442304,42536.677376
